,date,abbrev,state,positive,death,recovered,population,percent,death rate
54,2020-03-21,OK,Oklahoma,53.0,1.0,0.0,3956971.0,0.0013394083504781815,2.527185566939965e-05
55,2020-03-21,NJ,New Jersey,1327.0,22.0,0.0,8882190.0,0.014940009164406525,0.00024768666286129884
56,2020-03-22,ID,Idaho,42.0,0.0,0.0,1787065.0,0.0023502222918584384,0.0
57,2020-03-22,IL,Illinois,1049.0,9.0,0.0,12671821.0,0.008278210369291043,7.102373052775919e-05
58,2020-03-22,IN,Indiana,201.0,6.0,0.0,6732219.0,0.002985642623925336,8.912366041568166e-05
59,2020-03-22,KS,Kansas,64.0,2.0,0.0,2913314.0,0.0021968109170518524,6.865034115787039e-05
60,2020-03-22,KY,Kentucky,99.0,3.0,0.0,4467673.0,0.0022159186672793645,6.71490505236171e-05
61,2020-03-22,ME,Maine,89.0,0.0,0.0,1344212.0,0.006620979428840094,0.0
62,2020-03-22,MD,Maryland,244.0,4.0,0.0,6045680.0,0.004035939712323511,6.61629461036641e-05
63,2020-03-22,MI,Michigan,7822.0,36.0,0.0,9986857.0,0.07832293983983149,0.0003604737706768005
64,2020-03-22,MN,Minnesota,349.0,1.0,0.0,5639632.0,0.006188347041083532,1.7731653412846796e-05
65,2020-03-22,IA,Iowa,90.0,0.0,0.0,3155070.0,0.002852551607412831,0.0
66,2020-03-22,MA,Massachusetts,547.0,11.0,0.0,6892503.0,0.007936159041207527,0.00015959369187071808
67,2020-03-22,HI,Hawaii,48.0,0.0,0.0,1415872.0,0.003390136961533246,0.0
68,2020-03-22,CO,Colorado,591.0,6.0,0.0,5758736.0,0.010262668752309535,0.00010418953048029985
69,2020-03-22,GA,Georgia,600.0,23.0,0.0,10617423.0,0.005651088781147741,0.0002166250699439968
70,2020-03-22,FL,Florida,731.0,13.0,0.0,21477737.0,0.0034035243098469825,6.0527792103981905e-05
71,2020-03-22,DE,Delaware,56.0,0.0,0.0,973764.0,0.005750880090042351,0.0
72,2020-03-22,DC,District of Colombia,98.0,1.0,0.0,,,
73,2020-03-22,CT,Connecticut,223.0,5.0,0.0,3565287.0,0.00625475592848486,0.00014024116431580403
74,2020-03-22,MO,Missouri,90.0,3.0,0.0,6137428.0,0.0014664123147350974,4.888041049116992e-05
75,2020-03-22,CA,California,1536.0,27.0,0.0,39512223.0,0.0038874046646274495,6.833328512040439e-05
76,2020-03-22,AZ,Arizona,152.0,2.0,0.0,7278717.0,0.0020882801185978244,2.7477369981550318e-05
77,2020-03-22,AS,American Somoa,0.0,0.0,0.0,,,
78,2020-03-22,AR,Arkansas,165.0,0.0,0.0,3017804.0,0.005467551901979055,0.0
79,2020-03-22,AL,Alabama,138.0,0.0,0.0,4903185.0,0.002814497107492375,0.0
80,2020-03-22,AK,Alaska,25.0,0.0,0.0,731545.0,0.00341742476539379,0.0
81,2020-03-22,GU,Guam,27.0,1.0,0.0,,,
82,2020-03-22,MP,Northern Marianas,0.0,0.0,0.0,,,
83,2020-03-22,LA,Louisiana,837.0,20.0,0.0,4648794.0,0.018004669598179656,0.00043021910628864176
84,2020-03-22,MT,Montana,31.0,0.0,0.0,1068778.0,0.0029005088053833446,0.0
85,2020-03-22,MS,Mississippi,207.0,1.0,0.0,2976149.0,0.006955296929018002,3.3600468256125616e-05
86,2020-03-22,WV,West Virginia,12.0,0.0,0.0,1792147.0,0.0006695879300079737,0.0
87,2020-03-22,WI,Wisconsin,425.0,4.0,0.0,5822434.0,0.007299352813617123,6.869979118698469e-05
88,2020-03-22,WA,Washington,3151.0,126.0,0.0,7614893.0,0.04137943894943764,0.0016546522715420952
89,2020-03-22,VT,Vermont,76.0,2.0,0.0,623989.0,0.012179701885770422,0.00032051847067816896
90,2020-03-22,VI,Virgin Islands,6.0,0.0,0.0,,,
91,2020-03-22,VA,Virginia,219.0,3.0,0.0,8535519.0,0.0025657490774726177,3.5147247636611196e-05
92,2020-03-22,UT,Utah,181.0,1.0,0.0,3205958.0,0.0056457383409264875,3.119192453550546e-05
93,2020-03-22,TX,Texas,334.0,5.0,0.0,28995881.0,0.0011518877457111925,1.7243828528610666e-05
94,2020-03-22,TN,Tennessee,505.0,0.0,0.0,6829174.0,0.007394744957442877,0.0
95,2020-03-22,SD,South Dakota,21.0,1.0,0.0,884659.0,0.0023737960050143614,0.00011303790500068387
96,2020-03-22,SC,South Carolina,195.0,3.0,0.0,5148714.0,0.003787353502253184,5.826697695774129e-05
97,2020-03-22,RI,Rhode Island,113.0,0.0,0.0,1059361.0,0.01066680763214806,0.0
98,2020-03-22,WY,Wyoming,24.0,0.0,0.0,578759.0,0.0041468037646066845,0.0
99,2020-03-22,PA,Pennsylvania,479.0,2.0,0.0,12801989.0,0.00374160608949125,1.5622572398710858e-05
100,2020-03-22,PR,Puerto Rico,23.0,1.0,0.0,3193694.0,0.0007201691833970318,3.1311703625957906e-05
101,2020-03-22,ND,North Dakota,28.0,0.0,0.0,762062.0,0.0036742417283633093,0.0
102,2020-03-22,NE,Nebraska,48.0,0.0,0.0,1934408.0,0.002481379316049148,0.0
103,2020-03-22,NH,New Hampshire,65.0,0.0,0.0,1359711.0,0.004780427605572067,0.0
104,2020-03-22,NJ,New Jersey,1914.0,29.0,0.0,8882190.0,0.021548739668933,0.0003264960555898939
105,2020-03-22,NC,North Carolina,255.0,0.0,0.0,10488084.0,0.0024313306415166013,0.0
106,2020-03-22,NV,Nevada,154.0,7.0,0.0,3080156.0,0.004999746766072887,0.00022726121663967672
107,2020-03-22,NY,New York,15168.0,114.0,0.0,19453561.0,0.07797030065600842,0.0005860109622089242
108,2020-03-22,OH,Ohio,351.0,3.0,0.0,11689100.0,0.003002797477992318,2.5664935709336047e-05
109,2020-03-22,OK,Oklahoma,67.0,2.0,0.0,3956971.0,0.0016932143298497766,5.05437113387993e-05
110,2020-03-22,NM,New Mexico,65.0,0.0,0.0,2096829.0,0.003099918972887155,0.0
111,2020-03-22,OR,Oregon,161.0,4.0,0.0,4217737.0,0.003817212879797863,9.483758707572331e-05
112,2020-03-23,MN,Minnesota,393.0,1.0,0.0,5639632.0,0.006968539791248791,1.7731653412846796e-05
113,2020-03-23,ID,Idaho,47.0,0.0,0.0,1787065.0,0.002630010659936824,0.0
114,2020-03-23,IL,Illinois,1273.0,12.0,0.0,12671821.0,0.010045912106870827,9.469830737034559e-05
115,2020-03-23,IN,Indiana,259.0,7.0,0.0,6732219.0,0.0038471713412769255,0.00010397760381829529
116,2020-03-23,KS,Kansas,82.0,2.0,0.0,2913314.0,0.002814663987472686,6.865034115787039e-05
117,2020-03-23,MD,Maryland,288.0,4.0,0.0,6045680.0,0.004763732119463815,6.61629461036641e-05
118,2020-03-23,MA,Massachusetts,678.0,17.0,0.0,6892503.0,0.00983677482621335,0.0002466447965274734
119,2020-03-23,ME,Maine,107.0,0.0,0.0,1344212.0,0.007960053920066181,0.0
120,2020-03-23,MI,Michigan,9062.0,57.0,0.0,9986857.0,0.09073925860758794,0.0005707501369049342
121,2020-03-23,IA,Iowa,105.0,0.0,0.0,3155070.0,0.0033279768753149692,0.0
122,2020-03-23,KY,Kentucky,104.0,3.0,0.0,4467673.0,0.0023278337514853926,6.71490505236171e-05
123,2020-03-23,HI,Hawaii,56.0,0.0,0.0,1415872.0,0.0039551597884554535,0.0
124,2020-03-23,CO,Colorado,720.0,7.0,0.0,5758736.0,0.01250274365763598,0.00012155445222701648
125,2020-03-23,GA,Georgia,772.0,25.0,0.0,10617423.0,0.0072710675650767605,0.00023546203254782257
126,2020-03-23,FL,Florida,1029.0,14.0,0.0,21477737.0,0.004791007544230568,6.518377611198051e-05
127,2020-03-23,DE,Delaware,68.0,0.0,0.0,973764.0,0.00698321153790857,0.0
128,2020-03-23,DC,District of Colombia,116.0,2.0,0.0,,,
129,2020-03-23,CT,Connecticut,415.0,10.0,0.0,3565287.0,0.011640016638211735,0.00028048232863160807
130,2020-03-23,CA,California,1733.0,27.0,0.0,39512223.0,0.004385984559765215,6.833328512040439e-05
131,2020-03-23,AZ,Arizona,265.0,2.0,0.0,7278717.0,0.0036407515225554176,2.7477369981550318e-05
132,2020-03-23,AS,American Somoa,0.0,0.0,0.0,,,
133,2020-03-23,AR,Arkansas,174.0,0.0,0.0,3017804.0,0.005765782005723367,0.0
134,2020-03-23,AL,Alabama,167.0,0.0,0.0,4903185.0,0.0034059493981972943,0.0
135,2020-03-23,AK,Alaska,38.0,0.0,0.0,731545.0,0.0051944856433985605,0.0
136,2020-03-23,MO,Missouri,183.0,3.0,0.0,6137428.0,0.0029817050399613652,4.888041049116992e-05
137,2020-03-23,GU,Guam,29.0,1.0,0.0,,,
138,2020-03-23,MP,Northern Marianas,0.0,0.0,0.0,,,
139,2020-03-23,LA,Louisiana,1172.0,34.0,0.0,4648794.0,0.025210839628514406,0.0007313724806906909
140,2020-03-23,MT,Montana,34.0,0.0,0.0,1068778.0,0.003181203205904313,0.0
141,2020-03-23,WV,West Virginia,16.0,0.0,0.0,1792147.0,0.0008927839066772982,0.0
142,2020-03-23,WI,Wisconsin,466.0,5.0,0.0,5822434.0,0.008003525673283716,8.587473898373085e-05
143,2020-03-23,WA,Washington,3614.0,137.0,0.0,7614893.0,0.04745962943931058,0.001799106041279897
144,2020-03-23,VT,Vermont,97.0,5.0,0.0,623989.0,0.015545145827891196,0.0008012961766954225
145,2020-03-23,VI,Virgin Islands,17.0,0.0,0.0,,,
146,2020-03-23,VA,Virginia,254.0,6.0,0.0,8535519.0,0.002975800299899748,7.029449527322239e-05
147,2020-03-23,UT,Utah,257.0,1.0,0.0,3205958.0,0.008016324605624903,3.119192453550546e-05
148,2020-03-23,TX,Texas,352.0,8.0,0.0,28995881.0,0.001213965528414191,2.759012564577707e-05
149,2020-03-23,TN,Tennessee,615.0,2.0,0.0,6829174.0,0.009005481482826472,2.9286118643338125e-05
150,2020-03-23,SD,South Dakota,28.0,1.0,0.0,884659.0,0.0031650613400191485,0.00011303790500068387
151,2020-03-23,SC,South Carolina,298.0,5.0,0.0,5148714.0,0.005787853044468968,9.711162826290216e-05
152,2020-03-23,RI,Rhode Island,129.0,0.0,0.0,1059361.0,0.01217715207563805,0.0
153,2020-03-23,PR,Puerto Rico,31.0,2.0,0.0,3193694.0,0.000970662812404695,6.262340725191581e-05
154,2020-03-23,MS,Mississippi,249.0,1.0,0.0,2976149.0,0.008366516595775279,3.3600468256125616e-05
155,2020-03-23,OR,Oregon,191.0,5.0,0.0,4217737.0,0.004528494782865788,0.00011854698384465413
156,2020-03-23,NC,North Carolina,297.0,0.0,0.0,10488084.0,0.0028317851001193354,0.0
157,2020-03-23,ND,North Dakota,30.0,0.0,0.0,762062.0,0.0039366875661035455,0.0
158,2020-03-23,NE,Nebraska,50.0,0.0,0.0,1934408.0,0.002584770120884529,0.0
159,2020-03-23,PA,Pennsylvania,644.0,6.0,0.0,12801989.0,0.0050304683123848955,4.686771719613257e-05
160,2020-03-23,NJ,New Jersey,2844.0,40.0,0.0,8882190.0,0.03201913041716063,0.00045033938702054334
161,2020-03-23,NH,New Hampshire,78.0,0.0,0.0,1359711.0,0.00573651312668648,0.0
162,2020-03-23,NM,New Mexico,83.0,0.0,0.0,2096829.0,0.00395835807307129,0.0
163,2020-03-23,NV,Nevada,190.0,8.0,0.0,3080156.0,0.006168518737362653,0.0002597271047310591
164,2020-03-23,NY,New York,20875.0,114.0,0.0,19453561.0,0.10730683189571308,0.0005860109622089242
165,2020-03-23,OH,Ohio,442.0,6.0,0.0,11689100.0,0.0037813005278421775,5.1329871418672094e-05
166,2020-03-23,OK,Oklahoma,81.0,2.0,0.0,3956971.0,0.0020470203092213717,5.05437113387993e-05
167,2020-03-23,WY,Wyoming,26.0,0.0,0.0,578759.0,0.004492370744990575,0.0
168,2020-03-24,IL,Illinois,1535.0,16.0,0.0,12671821.0,0.01211349181779004,0.00012626440982712746
169,2020-03-24,IN,Indiana,365.0,12.0,0.0,6732219.0,0.005421689341953968,0.00017824732083136332
170,2020-03-24,KS,Kansas,98.0,2.0,0.0,2913314.0,0.0033638667167356488,6.865034115787039e-05
171,2020-03-24,KY,Kentucky,124.0,4.0,0.0,4467673.0,0.002775494088309507,8.953206736482281e-05
172,2020-03-24,MN,Minnesota,444.0,1.0,0.0,5639632.0,0.007872854115303977,1.7731653412846796e-05
173,2020-03-24,MA,Massachusetts,1060.0,26.0,0.0,6892503.0,0.015379028489360106,0.0003772214535126064
174,2020-03-24,MD,Maryland,349.0,5.0,0.0,6045680.0,0.005772717047544693,8.270368262958014e-05
175,2020-03-24,ME,Maine,125.0,0.0,0.0,1344212.0,0.009299128411292266,0.0
176,2020-03-24,MI,Michigan,10155.0,86.0,0.0,9986857.0,0.10168364281174748,0.0008611317855056902
177,2020-03-24,ID,Idaho,50.0,0.0,0.0,1787065.0,0.0027978836807838548,0.0
178,2020-03-24,LA,Louisiana,1388.0,46.0,0.0,4648794.0,0.029857205976431735,0.0009895039444638761
179,2020-03-24,IA,Iowa,124.0,0.0,0.0,3155070.0,0.003930182214657678,0.0
180,2020-03-24,CT,Connecticut,618.0,12.0,0.0,3565287.0,0.017333807909433376,0.00033657879435792967
181,2020-03-24,GU,Guam,32.0,1.0,0.0,,,
182,2020-03-24,GA,Georgia,1026.0,32.0,0.0,10617423.0,0.009663361815762639,0.0003013914016612129
183,2020-03-24,FL,Florida,1205.0,18.0,0.0,21477737.0,0.005610460729638323,8.380771214397494e-05
184,2020-03-24,DE,Delaware,91.0,1.0,0.0,973764.0,0.009345180146318821,0.00010269428732218483
185,2020-03-24,DC,District of Colombia,137.0,2.0,0.0,,,
186,2020-03-24,CO,Colorado,912.0,11.0,0.0,5758736.0,0.015836808633005576,0.00019101413921388303
187,2020-03-24,CA,California,2102.0,40.0,0.0,39512223.0,0.005319872789744075,0.00010123449647467317
188,2020-03-24,AZ,Arizona,357.0,5.0,0.0,7278717.0,0.004904710541706732,6.86934249538758e-05
189,2020-03-24,AS,American Somoa,0.0,0.0,0.0,,,
190,2020-03-24,AR,Arkansas,218.0,0.0,0.0,3017804.0,0.007223795846251115,0.0
191,2020-03-24,AL,Alabama,215.0,0.0,0.0,4903185.0,0.004384904913846815,0.0
192,2020-03-24,MO,Missouri,183.0,3.0,0.0,6137428.0,0.0029817050399613652,4.888041049116992e-05
193,2020-03-24,HI,Hawaii,77.0,0.0,0.0,1415872.0,0.0054383447091262485,0.0
194,2020-03-24,AK,Alaska,42.0,0.0,0.0,731545.0,0.0057412736058615665,0.0
195,2020-03-24,MP,Northern Marianas,0.0,0.0,0.0,,,
196,2020-03-24,MT,Montana,46.0,0.0,0.0,1068778.0,0.004303980807988188,0.0
197,2020-03-24,MS,Mississippi,320.0,1.0,0.0,2976149.0,0.010752149841960199,3.3600468256125616e-05
198,2020-03-24,WY,Wyoming,29.0,0.0,0.0,578759.0,0.00501072121556641,0.0
199,2020-03-24,WV,West Virginia,20.0,0.0,0.0,1792147.0,0.0011159798833466229,0.0
200,2020-03-24,WI,Wisconsin,525.0,5.0,0.0,5822434.0,0.00901684759329174,8.587473898373085e-05
201,2020-03-24,WA,Washington,4052.0,146.0,0.0,7614893.0,0.05321151590705214,0.0019172954892471895
202,2020-03-24,VT,Vermont,125.0,7.0,0.0,623989.0,0.020032404417385564,0.0011218146473735914
203,2020-03-24,VI,Virgin Islands,17.0,0.0,0.0,,,
204,2020-03-24,VA,Virginia,290.0,7.0,0.0,8535519.0,0.0033975672715390827,8.201024448542614e-05
205,2020-03-24,TX,Texas,410.0,9.0,0.0,28995881.0,0.0014139939393460748,3.10388913514992e-05
206,2020-03-24,TN,Tennessee,667.0,2.0,0.0,6829174.0,0.009766920567553265,2.9286118643338125e-05
207,2020-03-24,SD,South Dakota,30.0,1.0,0.0,884659.0,0.0033911371500205166,0.00011303790500068387
208,2020-03-24,SC,South Carolina,298.0,5.0,0.0,5148714.0,0.005787853044468968,9.711162826290216e-05
209,2020-03-24,RI,Rhode Island,148.0,0.0,0.0,1059361.0,0.013970686102282413,0.0
210,2020-03-24,UT,Utah,299.0,1.0,0.0,3205958.0,0.009326385436116132,3.119192453550546e-05
211,2020-03-24,PA,Pennsylvania,851.0,7.0,0.0,12801989.0,0.00664740455565147,5.4679003395488e-05
212,2020-03-24,PR,Puerto Rico,39.0,2.0,0.0,3193694.0,0.0012211564414123582,6.262340725191581e-05
213,2020-03-24,ND,North Dakota,33.0,0.0,0.0,762062.0,0.0043303563227139,0.0
214,2020-03-24,NE,Nebraska,52.0,0.0,0.0,1934408.0,0.0026881609257199102,0.0
215,2020-03-24,NH,New Hampshire,101.0,1.0,0.0,1359711.0,0.007428049048658134,7.35450400857241e-05
216,2020-03-24,NJ,New Jersey,3675.0,60.0,0.0,8882190.0,0.04137493118251242,0.000675509080530815
217,2020-03-24,NM,New Mexico,100.0,1.0,0.0,2096829.0,0.0047691061121340845,4.7691061121340846e-05
218,2020-03-24,NC,North Carolina,398.0,0.0,0.0,10488084.0,0.0037947827267592444,0.0
219,2020-03-24,NY,New York,25665.0,210.0,0.0,19453561.0,0.13192957320256174,0.0010794938777532812
220,2020-03-24,OH,Ohio,564.0,8.0,0.0,11689100.0,0.004825007913355177,6.843982855822946e-05
221,2020-03-24,OK,Oklahoma,106.0,3.0,0.0,3956971.0,0.002678816700956363,7.581556700819896e-05
222,2020-03-24,OR,Oregon,209.0,8.0,0.0,4217737.0,0.004955263924706543,0.00018967517415144662
223,2020-03-24,NV,Nevada,278.0,13.0,0.0,3080156.0,0.009025516889404303,0.00042205654518797097
224,2020-03-25,ID,Idaho,73.0,0.0,0.0,1787065.0,0.004084910173944428,0.0
225,2020-03-25,IL,Illinois,1865.0,19.0,0.0,12671821.0,0.014717695270474545,0.00014993898666971385
226,2020-03-25,IN,Indiana,477.0,14.0,0.0,6732219.0,0.0070853310030466925,0.00020795520763659058
227,2020-03-25,KS,Kansas,126.0,3.0,0.0,2913314.0,0.004324971492945834,0.00010297551173680557
228,2020-03-25,KY,Kentucky,157.0,4.0,0.0,4467673.0,0.0035141336440692953,8.953206736482281e-05
229,2020-03-25,MD,Maryland,423.0,5.0,0.0,6045680.0,0.0069967315504624785,8.270368262958014e-05
230,2020-03-25,ME,Maine,149.0,0.0,7.0,1344212.0,0.011084561066260382,0.0
231,2020-03-25,MI,Michigan,11335.0,111.0,0.0,9986857.0,0.11349917196170928,0.001111460792920135
232,2020-03-25,MN,Minnesota,502.0,1.0,121.0,5639632.0,0.008901290013249092,1.7731653412846796e-05
233,2020-03-25,IA,Iowa,145.0,1.0,0.0,3155070.0,0.004595777589720672,3.1695017860142565e-05
234,2020-03-25,MA,Massachusetts,1739.0,33.0,0.0,6892503.0,0.02523031183301625,0.00047878107561215424
235,2020-03-25,HI,Hawaii,90.0,0.0,0.0,1415872.0,0.006356506802874836,0.0
236,2020-03-25,MO,Missouri,356.0,8.0,0.0,6137428.0,0.005800475378285497,0.00013034776130978643
237,2020-03-25,GA,Georgia,1247.0,40.0,0.0,10617423.0,0.01174484618348539,0.00037673925207651614
238,2020-03-25,FL,Florida,1488.0,22.0,0.0,21477737.0,0.006928104203901928,0.00010243164817596937
239,2020-03-25,DE,Delaware,115.0,2.0,0.0,973764.0,0.011809843042051257,0.00020538857464436967
240,2020-03-25,DC,District of Colombia,183.0,2.0,0.0,,,
241,2020-03-25,CT,Connecticut,875.0,19.0,0.0,3565287.0,0.024542203755265703,0.0005329164244000553
242,2020-03-25,CO,Colorado,1086.0,19.0,0.0,5758736.0,0.018858305016934272,0.00032993351318761613
243,2020-03-25,CA,California,2355.0,53.0,0.0,39512223.0,0.0059601809799463825,0.00013413570782894193
244,2020-03-25,AZ,Arizona,450.0,6.0,0.0,7278717.0,0.0061824082458488226,8.243210994465096e-05
245,2020-03-25,AS,American Somoa,0.0,0.0,0.0,,,
246,2020-03-25,AR,Arkansas,280.0,2.0,11.0,3017804.0,0.009278269894267487,6.627335638762492e-05
247,2020-03-25,AL,Alabama,283.0,0.0,0.0,4903185.0,0.005771758561016972,0.0
248,2020-03-25,AK,Alaska,49.0,1.0,0.0,731545.0,0.006698152540171828,0.0001366969906157516
249,2020-03-25,GU,Guam,37.0,1.0,0.0,,,
250,2020-03-25,MP,Northern Marianas,0.0,0.0,0.0,,,
251,2020-03-25,LA,Louisiana,1795.0,65.0,0.0,4648794.0,0.038612164789405594,0.0013982120954380856
252,2020-03-25,MT,Montana,53.0,0.0,0.0,1068778.0,0.004958934409203783,0.0
253,2020-03-25,WV,West Virginia,39.0,0.0,0.0,1792147.0,0.0021761607725259147,0.0
254,2020-03-25,WI,Wisconsin,667.0,7.0,0.0,5822434.0,0.011455690180429697,0.00012022463457722321
255,2020-03-25,WA,Washington,4492.0,159.0,0.0,7614893.0,0.058989666696564226,0.002088013580755501
256,2020-03-25,VT,Vermont,160.0,8.0,0.0,623989.0,0.02564147765425352,0.0012820738827126759
257,2020-03-25,VI,Virgin Islands,17.0,0.0,0.0,,,
258,2020-03-25,VA,Virginia,391.0,9.0,0.0,8535519.0,0.00458085794197166,0.00010544174290983361
259,2020-03-25,UT,Utah,346.0,1.0,0.0,3205958.0,0.010792405889284888,3.119192453550546e-05
260,2020-03-25,TX,Texas,974.0,12.0,0.0,28995881.0,0.003359097797373358,4.13851884686656e-05
261,2020-03-25,TN,Tennessee,784.0,3.0,0.0,6829174.0,0.011480158508188544,4.392917796500719e-05
262,2020-03-25,SD,South Dakota,41.0,1.0,0.0,884659.0,0.004634554105028039,0.00011303790500068387
263,2020-03-25,SC,South Carolina,424.0,7.0,0.0,5148714.0,0.008235066076694102,0.000135956279568063
264,2020-03-25,RI,Rhode Island,176.0,0.0,0.0,1059361.0,0.016613788878389896,0.0
265,2020-03-25,PR,Puerto Rico,51.0,2.0,0.0,3193694.0,0.0015968968849238532,6.262340725191581e-05
266,2020-03-25,MS,Mississippi,377.0,2.0,0.0,2976149.0,0.012667376532559359,6.720093651225123e-05
267,2020-03-25,OR,Oregon,209.0,8.0,0.0,4217737.0,0.004955263924706543,0.00018967517415144662
268,2020-03-25,PA,Pennsylvania,1127.0,11.0,0.0,12801989.0,0.008803319546673568,8.592414819290971e-05
269,2020-03-25,ND,North Dakota,39.0,0.0,0.0,762062.0,0.005117693835934609,0.0
