,date,death,deathIncrease,inIcuCumulative,inIcuCurrently,hospitalizedIncrease,hospitalizedCurrently,hospitalizedCumulative,negative,negativeIncrease,onVentilatorCumulative,onVentilatorCurrently,positive,positiveIncrease,recovered,states,totalTestResults,totalTestResultsIncrease
250,2020-04-05,10619.0,1339,609.0,5811.0,3937,32180.0,45680.0,1473279,94604,39.0,652.0,342463,25655,14589.0,56,1876209,121908
251,2020-04-04,9280.0,1481,403.0,5500.0,5012,30268.0,41743.0,1378675,195398,39.0,656.0,316808,32885,12844.0,56,1754301,230651
252,2020-04-03,7799.0,1285,335.0,4928.0,4603,25777.0,36731.0,1183277,100552,39.0,623.0,283923,31838,10861.0,56,1523650,136733
253,2020-04-02,6514.0,1178,305.0,4513.0,4198,22997.0,32128.0,1082725,93116,32.0,574.0,252085,28045,8586.0,56,1386917,123212
254,2020-04-01,5336.0,1004,256.0,3937.0,4134,20906.0,27930.0,989609,83448,32.0,561.0,224040,26116,7084.0,56,1263705,114960
255,2020-03-31,4332.0,907,230.0,3487.0,3998,18155.0,23796.0,906161,87930,,507.0,197924,25184,5666.0,56,1148745,114582
256,2020-03-30,3425.0,588,187.0,3087.0,2472,15917.0,19798.0,818231,95634,,451.0,172740,21470,4560.0,56,1034163,114226
257,2020-03-29,2837.0,504,156.0,2456.0,2794,14055.0,17326.0,722597,65412,,439.0,151270,19444,4076.0,56,919937,79327
258,2020-03-28,2333.0,551,140.0,2174.0,2409,12409.0,14532.0,657185,97762,,390.0,131826,19606,3145.0,56,840610,101478
259,2020-03-27,1782.0,408,124.0,1792.0,2572,10978.0,12123.0,559423,77275,,324.0,112220,19244,2418.0,56,739132,95630
260,2020-03-26,1374.0,316,91.0,1299.0,2478,7805.0,9551.0,482148,86516,,258.0,92976,17734,97.0,56,643502,108279
261,2020-03-25,1058.0,238,74.0,,1949,5140.0,7073.0,395632,70882,,167.0,75242,12891,146.0,56,535223,91579
262,2020-03-24,820.0,238,,,1178,3938.0,5124.0,324750,59562,,,62351,10749,,56,443644,73458
263,2020-03-23,582.0,101,,,920,2812.0,3946.0,265188,46432,,,51602,11435,,56,370186,58006
264,2020-03-22,481.0,146,,,1005,2173.0,3026.0,218756,35698,,,40167,9154,,56,312180,49669
265,2020-03-21,335.0,62,,,1849,1492.0,2021.0,183058,40052,,,31013,6816,,56,262511,51367
266,2020-03-20,273.0,70,,,44,1042.0,172.0,143006,29766,,,24197,6112,,56,211144,44131
267,2020-03-19,203.0,48,,,34,617.0,128.0,113240,23147,,,18085,4700,,56,167013,34132
268,2020-03-18,155.0,31,,,18,416.0,94.0,90093,18756,,,13385,3364,,56,132881,28259
269,2020-03-17,124.0,24,,,33,325.0,76.0,71337,16411,,,10021,2249,,56,104622,24247
270,2020-03-16,100.0,21,,,6,,43.0,54926,19511,,,7772,1857,,56,80375,24384
271,2020-03-15,79.0,15,,,10,,37.0,35415,6078,,,5915,1188,,51,55991,9289
272,2020-03-14,64.0,8,,,4,,27.0,29337,5250,,,4727,982,,51,46702,8912
273,2020-03-13,56.0,5,,,6,,23.0,24087,6210,,,3745,949,,51,37790,9340
274,2020-03-12,51.0,8,,,5,,17.0,17877,5304,,,2796,743,,51,28450,6625
275,2020-03-11,43.0,6,,,3,,12.0,12573,3808,,,2053,502,,51,21825,4589
276,2020-03-10,37.0,2,,,0,,9.0,8765,2621,,,1551,439,,51,17236,3167
277,2020-03-09,35.0,4,,,3,,9.0,6144,1802,,,1112,285,,51,14069,2141
278,2020-03-08,31.0,4,,,0,,6.0,4342,910,,,827,196,,51,11928,1165
279,2020-03-07,27.0,1,,,0,,6.0,3432,714,,,631,134,,51,10763,962
280,2020-03-06,26.0,6,,,1,,6.0,2718,775,,,497,130,,39,9801,953
281,2020-03-05,20.0,4,,,1,,5.0,1943,546,,,367,88,,30,8848,670
282,2020-03-04,16.0,2,,,4,,4.0,1397,951,,,279,134,,24,8178,1013
283,2020-03-03,14.0,3,,,0,,,446,203,,,145,51,,13,7165,292
284,2020-03-02,11.0,3,,,0,,,243,158,,,94,44,,11,6873,212
285,2020-03-01,8.0,3,,,0,,,85,61,,,50,32,,10,6661,109
286,2020-02-29,5.0,1,,,0,,,24,24,,,18,18,,7,6552,62
287,2020-02-28,4.0,2,,,0,,,0,0,,,0,0,,7,6490,3
288,2020-02-27,2.0,0,,,0,,,0,0,,,0,0,,7,6487,6446
289,2020-02-26,2.0,2,,,0,,,0,0,,,0,0,,5,41,0
290,2020-02-25,0.0,0,,,0,,,0,0,,,0,0,,5,41,1
291,2020-02-24,0.0,0,,,0,,,0,0,,,0,0,,5,40,2
292,2020-02-23,0.0,0,,,0,,,0,0,,,0,0,,5,38,0
293,2020-02-22,0.0,0,,,0,,,0,0,,,0,0,,5,38,1
294,2020-02-21,0.0,0,,,0,,,0,0,,,0,0,,5,37,1
295,2020-02-20,0.0,0,,,0,,,0,0,,,0,0,,5,36,1
296,2020-02-19,0.0,0,,,0,,,0,0,,,0,0,,5,35,6
297,2020-02-18,0.0,0,,,0,,,0,0,,,0,0,,5,29,0
298,2020-02-17,0.0,0,,,0,,,0,0,,,0,0,,5,29,1
299,2020-02-16,0.0,0,,,0,,,0,0,,,0,0,,5,28,2
300,2020-02-15,0.0,0,,,0,,,0,0,,,0,0,,5,26,4
301,2020-02-14,0.0,0,,,0,,,0,0,,,0,0,,4,22,0
302,2020-02-13,0.0,0,,,0,,,0,0,,,0,0,,4,22,1
303,2020-02-12,0.0,0,,,0,,,0,0,,,0,0,,4,21,1
304,2020-02-11,0.0,0,,,0,,,0,0,,,0,0,,4,20,1
305,2020-02-10,0.0,0,,,0,,,0,0,,,0,0,,4,19,1
306,2020-02-09,,0,,,0,,,0,0,,,0,0,,3,18,0
307,2020-02-08,,0,,,0,,,0,0,,,0,0,,3,18,2
308,2020-02-07,,0,,,0,,,0,0,,,0,0,,3,16,0
309,2020-02-06,,0,,,0,,,0,0,,,0,0,,3,16,1
310,2020-02-05,,0,,,0,,,0,0,,,0,0,,3,15,0
311,2020-02-04,,0,,,0,,,0,0,,,0,0,,3,15,4
312,2020-02-03,,0,,,0,,,0,0,,,0,0,,3,11,3
313,2020-02-02,,0,,,0,,,0,0,,,0,0,,3,8,0
314,2020-02-01,,0,,,0,,,0,0,,,0,0,,3,8,0
315,2020-01-31,,0,,,0,,,0,0,,,0,0,,3,8,3
316,2020-01-30,,0,,,0,,,0,0,,,0,0,,3,5,0
317,2020-01-29,,0,,,0,,,0,0,,,0,0,,3,5,2
318,2020-01-28,,0,,,0,,,0,0,,,0,0,,2,3,0
319,2020-01-27,,0,,,0,,,0,0,,,0,0,,2,3,1
320,2020-01-26,,0,,,0,,,0,0,,,0,0,,2,2,0
321,2020-01-25,,0,,,0,,,0,0,,,0,0,,2,2,0
322,2020-01-24,,0,,,0,,,0,0,,,0,0,,2,2,0
323,2020-01-23,,0,,,0,,,0,0,,,0,0,,2,2,1
324,2020-01-22,,0,,,0,,,0,0,,,0,0,,2,1,0
